#gene	EvC.norm.abs.stat
POLR2I	4.773636826
CIB1	4.773142189
STARD10	4.773053279
IGFBP7	4.772014522
FBXO11	4.771426483
CCDC107	4.76850687
GNA12	4.768095032
RCOR1	4.76217257
CREG1	4.760318206
ZFHX3	4.755974021
ROCK2	4.754720264
ATP5MC1	4.753853673
SLC41A3	4.753786213
HEATR5B	4.753127896
SGMS2	4.751003488
CLSTN3	4.750648755
SCAF8	4.749989599
GGCX	4.748366421
RPS28	4.74750143
RER1	4.747446037
GPNMB	4.746108919
BOLA2	4.740844632
SLK	4.740329455
EPM2AIP1	4.739551769
COASY	4.739041658
CENPV	4.738625283
SLC23A1	4.738123099
GPX3	4.736141914
ZNFX1	4.735171609
TXNDC17	4.735135499
MTDH	4.734802999
PI4KA	4.734204092
THOC2	4.734184911
DIDO1	4.730196958
RPL24	4.729571313
OSBP	4.72887669
HYAL1	4.727993198
DMXL2	4.726186242
DPM1	4.725172969
GRAMD1C	4.722755869
TRAPPC6A	4.721473702
COX6B1	4.719058785
TBC1D24	4.718910043
APBB2	4.716852326
CHD6	4.715240778
GAS5	4.714633699
PPARA	4.711694412
NR1H3	4.710264959
PLXNB2	4.708778011
CFB	4.707418047
RPL38	4.706694347
PARK7	4.705606557
PCYT1A	4.705303295
ZNRF2	4.700699387
PEX14	4.700682499
FOXO3	4.700139253
RPS16	4.69877859
VPS25	4.698144979
PSMC2	4.691604221
CD2AP	4.690113728
DST	4.689584005
NEDD8	4.686928974
ECE2	4.686740567
LCOR	4.686651937
FAM162A	4.684656316
COLEC11	4.683836158
BAZ1A	4.682381902
TRNAU1AP	4.681872607
DCTPP1	4.681760061
BNIP1	4.681116855
MTX2	4.680283157
RAI14	4.679390131
NAGK	4.675596909
HNF4A	4.671517449
RERE	4.671180981
TMEM97	4.669341623
IRF2BP2	4.665148839
MRPL40	4.664901192
GCSH	4.663299424
ADAM9	4.660186011
CDK13	4.66015937
SHROOM2	4.659608984
ATP5ME	4.65872771
RPLP1	4.658166867
CADPS2	4.656543927
CTSH	4.655439808
STXBP6	4.653754877
HBA1	4.652906185
COL27A1	4.651301576
RPL7	4.650586647
STAT1	4.650441898
MYSM1	4.649801002
HS6ST1	4.648348976
SGPL1	4.645350938
GABPA	4.644866649
DRAP1	4.644797132
POLR2L	4.64450427
XPNPEP3	4.636632486
BAZ2A	4.633617425
TET2	4.631485831
NRP1	4.627821598
STK16	4.626972975
HYAL2	4.626114035
HMGB2	4.625257782
VIM	4.62343596
COX5A	4.623334373
PSMC5	4.622985213
RPL27	4.622973085
OPA1	4.621988408
JAK1	4.621276381
CPN2	4.621074881
TIMM10	4.619606392
BCLAF1	4.619320033
CCDC124	4.618126158
TIMM17A	4.618031653
PUM2	4.616241001
TRAPPC4	4.615385529
SHROOM3	4.613538349
IL11RA	4.612597655
TOP1	4.612153725
IRS1	4.611378376
TCF20	4.610840269
PDCD5	4.610449409
SLPI	4.610112433
ALAS1	4.608336731
PAM16	4.607777118
PHLPP1	4.606699504
ASAP2	4.603484695
ATP6V1E1	4.602144723
RB1CC1	4.601413622
FAM107B	4.601228293
FCHO2	4.598132171
SYS1	4.597505683
ZNF609	4.595923077
UQCRFS1	4.595313087
CCNT2	4.593398406
STAT2	4.593081397
ST6GAL1	4.592279552
PCSK6	4.591937814
DCTN3	4.588242718
HSF2BP	4.587643067
DENND5A	4.586846457
SLC40A1	4.586675462
SCD	4.584146467
MRPS26	4.583919548
DDC	4.582280803
RNF44	4.582157809
LGALS4	4.576295884
NDUFV2	4.574448588
FBXO31	4.573763698
CYP2E1	4.573162157
CRKL	4.57238164
MAGI1	4.568624095
ITGA1	4.567398931
ROMO1	4.564943396
ARID1B	4.562401067
CD52	4.562185198
CBX5	4.560620122
ANKRD28	4.560146781
ANK3	4.559994574
ATP2B1	4.558803238
PSMA2	4.556440568
HDLBP	4.554664709
ARHGAP26	4.552742513
NMT2	4.552626043
C2orf68	4.5523002
C8G	4.55205485
SKI	4.551602751
ABCG2	4.550834579
TBCEL	4.550493786
UBA6	4.550139332
DGCR6	4.550132207
SYNCRIP	4.547840291
CHD2	4.547328906
KCTD17	4.546309659
MS4A7	4.545930174
SPARC	4.543262864
GIMAP6	4.541574273
NCOA4	4.53665256
DPM3	4.536439571
TNRC6C	4.534951743
C1orf174	4.534749904
FZD4	4.531511688
CPD	4.526128462
GOPC	4.525004449
AKR7A2	4.524609668
MECR	4.522902334
LAGE3	4.522620606
CACUL1	4.521648174
TLE3	4.521532069
FUCA1	4.519444301
ATP6V0B	4.519137898
EMC9	4.517393411
CLEC4D	4.517232043
PLA2G12A	4.515225506
PTPRG	4.515180676
LIMA1	4.513401917
PRODH2	4.513332741
KPNA6	4.510131811
TTBK2	4.507395203
PLEKHA5	4.50665843
PLEC	4.505598656
CEACAM1	4.504347792
NUP153	4.502461908
HMOX1	4.501687374
TPT1	4.501084628
LRRC8D	4.500192213
MTCH2	4.499502985
BSG	4.499383428
DDX17	4.498201491
TSPAN8	4.49818395
CYLD	4.497517669
RAN	4.496113964
TMED1	4.496012283
FH	4.491119555
CSRP1	4.490531083
MRPL23	4.490125566
GCC2	4.48792344
COMMD4	4.487560748
APOC1	4.487046862
LY86	4.48623179
PUM1	4.486003812
COX6C	4.485615443
DCP2	4.48496852
BRWD1	4.484002748
STK24	4.483879579
MGST1	4.483372049
PAQR7	4.483319418
COQ6	4.482789507
MIF	4.481780251
FNIP2	4.481591764
MRPS7	4.481296743
TMEM11	4.48074302
PCYT2	4.480352758
TRIM25	4.479868184
STUB1	4.477303693
CD74	4.476294685
POR	4.476095951
IL13RA1	4.472453592
SMARCC1	4.470251443
NDUFA6	4.470074111
COPS6	4.469611218
MBNL2	4.469388161
GCHFR	4.469298996
GNG5	4.468237503
RBFA	4.468013776
EMC6	4.466365204
SKP1	4.465220235
PPM1L	4.463424736
KLB	4.461775561
MAF1	4.459736259
PSMB2	4.459168834
DCAF5	4.456826632
REEP5	4.456771334
EBP	4.455658311
GAS7	4.454077221
MIA3	4.452831571
B3GAT3	4.450725042
SETD1B	4.449311307
TUBA8	4.448913174
IKBKE	4.447278561
TEX2	4.445023892
ERC1	4.444737074
GABBR2	4.444601032
RPL6	4.44449926
TIRAP	4.441507456
ADNP	4.441132594
KLF13	4.440816257
FAU	4.438224579
RHOU	4.437393975
SSU72	4.43689688
HNRNPU	4.435343519
EIF3G	4.434160486
RALGAPA1	4.432525478
RRP36	4.43105404
NDUFS2	4.430238887
MAPK6	4.430189211
CCDC6	4.429434922
C6orf62	4.429219763
MDN1	4.42910418
GNGT2	4.42667245
LAMTOR1	4.426356576
ANXA8	4.425008652
ASAP1	4.424288174
BCAP31	4.422825239
HLA-DMB	4.42249924
GEMIN7	4.42199042
CLTA	4.421877106
G3BP2	4.42131628
MRPL51	4.420349006
TUBA1B	4.419745118
SLMAP	4.419679648
FAM89B	4.417133626
TMEM160	4.416087441
PCSK9	4.412535382
CREB1	4.412284024
ASPA	4.410927254
RICTOR	4.408136557
MRPS15	4.407352313
ALKBH5	4.406890883
AGXT2	4.406072538
CGRRF1	4.405960658
C10orf143	4.403789295
GALNT4	4.402224164
LGALS3	4.402097654
ELOVL2	4.399252399
ATRN	4.398699457
PBX1	4.397918429
MAFF	4.397737368
CNOT6	4.396368398
AHCYL2	4.395301053
JOSD2	4.394742083
FOXJ3	4.392303939
USP53	4.391765185
BDP1	4.39041335
THRSP	4.390366818
MAP4K3	4.389398161
TPM4	4.389324882
FDX1	4.388144513
TEX264	4.388140467
SEMA4G	4.38589577
PSMA6	4.385675904
DBP	4.383729734
RNASEH2A	4.378068737
C19orf25	4.377272554
SND1	4.375620425
SHROOM1	4.375542669
USP25	4.375372198
FOXO1	4.375342574
CLDN1	4.373723766
NRIP1	4.372651908
SMCHD1	4.371032202
FAM199X	4.368214014
NDUFA12	4.36714548
S100A1	4.362694526
NOTCH1	4.362026274
SNRPB	4.36200396
GRHPR	4.361123119
CYB561	4.360539344
CHMP1B2P	4.359934458
IKBKG	4.359891698
ANAPC11	4.358803912
USE1	4.357871344
SCNN1A	4.356926299
PPA1	4.355487724
LSM4	4.354946375
THRAP3	4.354543481
PDRG1	4.354378715
BCKDHA	4.35433625
SLC22A5	4.353708745
ANKFY1	4.353343451
CCDC85C	4.353274875
SMAD3	4.35321748
FGD4	4.353072578
AKR1A1	4.352979454
SLC25A39	4.351137465
ZC3H7B	4.350350665
CCDC50	4.349050451
CWF19L2	4.347462843
GNS	4.346957354
CSRP3	4.346802264
RPS6	4.344252293
MPDZ	4.343373319
RALGAPA2	4.342821276
FGFR2	4.339929422
MRPL27	4.338522404
TOMM6	4.33496818
C20orf194	4.334329356
TNKS2	4.331231792
HMGCS2	4.329007101
PTPN11	4.328153511
SRPK2	4.327699975
NAA15	4.32671614
CASQ1	4.326343959
PROZ	4.326170284
USP45	4.325474773
WWC2	4.321556942
COPS5	4.321010797
TAF10	4.319709074
TXNDC12	4.317898072
COX4I1	4.3172742
ITIH4	4.317206652
SNRPD2	4.31521409
RHOG	4.313767154
NUDT12	4.312927755
SLC48A1	4.312907599
TAF1	4.312440649
SYNRG	4.311644065
ANKRD26	4.310244302
LATS1	4.310095904
NBAS	4.309984214
TWF2	4.309387572
S100A6	4.309206114
WDR18	4.305712606
NEK1	4.305474396
MPEG1	4.304052783
SENP5	4.301953749
PCDH1	4.301414453
ATRNL1	4.300212469
THRB	4.299023712
PKM	4.29858865
CCL20	4.295123343
LRRFIP1	4.294837806
RDX	4.294693486
PLD1	4.292438915
UBE2M	4.292170857
NDUFS6	4.291746597
SPRYD4	4.291028095
RPRD2	4.290060518
TK1	4.289381733
PKD1	4.286038855
PCSK5	4.285888256
SLC25A22	4.284541452
SLC25A1	4.284472912
GCNT2	4.283434538
MTSS1	4.283204752
CHIC1	4.282946038
DPY19L4	4.282831973
AP3B1	4.28274277
PIH1D1	4.281635674
CASK	4.281427741
PPA2	4.280223687
IFITM1	4.280110963
UNG	4.277030726
ARHGAP21	4.274954547
CYCS	4.270628314
CPB2	4.268816851
SMAD4	4.267953634
RPL31	4.265591592
ENDOG	4.263868456
SEC24B	4.262345812
PRRC2A	4.261455866
COQ9	4.25944408
MTG1	4.257423297
MRPS28	4.255697937
MMADHC	4.255075875
ECHDC2	4.252710105
LTB	4.252680307
FXYD1	4.251226547
FAM160B1	4.250841417
FAM102A	4.250113342
MRAP	4.249741947
CEP170	4.248555388
MTNR1A	4.244966461
PEG3	4.242744812
UBQLN2	4.242436913
PIP4K2B	4.242102352
PANK3	4.240249406
EXTL3	4.239675821
RAP1GAP	4.238972171
SMCR8	4.238487352
SRP9	4.238397983
TMEM222	4.236341583
AGMO	4.235589441
ARID2	4.234662419
SH3BGRL3	4.234310499
TTC14	4.234058815
DOCK9	4.233895228
RBFOX2	4.232956593
CYFIP1	4.231757728
FHL3	4.229694597
FGD6	4.227609945
ABL2	4.225756709
PDCD6	4.223956794
TEN1	4.223896317
PSMA5	4.222515639
SMOC1	4.222344923
CHD1	4.221981887
RLF	4.221641834
GPHN	4.221016201
SEPHS2	4.220224014
NUTF2	4.218152753
ADPRHL2	4.217199622
WASL	4.216138328
MRPS10	4.216075735
NUDT1	4.211703374
LSM1	4.210847694
LBP	4.210181059
PSMC1	4.208628556
SOS2	4.208537531
TMEM170B	4.207203744
STK19	4.207056156
ZDHHC5	4.206295213
PRDX2	4.20579186
PPP1CC	4.205485731
NAT9	4.201878378
MFSD2A	4.201202783
MYL6	4.200091052
RASSF8	4.199735342
USP40	4.197791538
RNF111	4.197066551
MRPL55	4.196805065
RAB3GAP2	4.194613073
GLYAT	4.194115945
QKI	4.193665082
CXCL16	4.192218241
CPSF6	4.190685213
GOLGA3	4.19057768
TSR1	4.189846431
RHEB	4.188279142
PSMG3	4.187784685
TTC39A	4.187628107
SEPSECS	4.186260062
CCT3	4.179963684
ENPP2	4.179938024
ZFYVE9	4.177143175
MRPS24	4.177131461
ACAT2	4.17613201
HEATR5A	4.176067218
PEBP1	4.174995479
FGG	4.17437971
IL22RA1	4.169330232
PPP6R3	4.169066152
PPIA	4.169005185
LRPPRC	4.168080535
DGKQ	4.16792183
WNT5B	4.167417725
GPR17	4.167154314
MYO9A	4.164897043
RBM47	4.163679351
STARD4	4.16192026
ALDH5A1	4.157824435
ESYT2	4.157156203
MAP3K1	4.15676172
MRPL18	4.156698755
NMRK1	4.156531696
EHBP1	4.155044227
ATP6V0D1	4.153231822
SEL1L3	4.150402243
EIF2AK4	4.150351956
LHX6	4.1494372
LDLR	4.149153064
CYP4B1	4.149043015
UHRF1BP1L	4.148572277
CCND3	4.141646356
UGT1A6	4.141180513
PAG1	4.139859117
EMC4	4.139562846
TARBP2	4.139233558
GPD2	4.139179102
ALG5	4.135221274
RPS8	4.134696598
CP	4.133244057
HEG1	4.131286766
SDHC	4.130005653
SRGAP2	4.12478242
ARF5	4.124220584
ELMOD2	4.121245412
NEURL3	4.12009299
MED11	4.117002567
THOC3	4.116521363
FKTN	4.116443868
UNC79	4.114289213
PRKCA	4.114078583
HSPBP1	4.113229033
SCN4B	4.112538815
ANKRD33B	4.110057384
ELOVL5	4.109916563
ACO1	4.10960733
ARL4A	4.109286823
GTF2I	4.108702424
RCAN2	4.106960341
RIT1	4.106841506
TMEM106B	4.106602507
RNF38	4.106149555
UBAP2L	4.105283607
RPS9	4.105219372
IRS2	4.103587601
NDUFB3	4.103010256
ATP1A1	4.100373034
PKHD1	4.100099874
PITPNA	4.100008701
RNF20	4.099140601
PMPCB	4.098829682
BHMT	4.097870233
INHBC	4.097755296
MYO10	4.097666942
PNPO	4.096045028
ITPKA	4.093962617
SPP2	4.093843512
FAHD2A	4.093514007
MAST3	4.092818339
NDUFA8	4.091701422
PTPN4	4.090256839
USP7	4.090009705
WDR74	4.086949362
HES1	4.08533416
MRPS17	4.08507965
STK4	4.084469161
SREK1	4.084315098
GPLD1	4.083633703
CENPA	4.083404471
DTX3L	4.081555374
CD63	4.081231249
LUM	4.079585188
SERF2	4.079427324
ATP5MC3	4.078945743
PAPOLA	4.077884341
GPATCH8	4.075976845
KIF13A	4.07414847
PRR16	4.073983469
TTC39B	4.072314819
ADAMTS7	4.072307066
GAK	4.070952515
HIF1A	4.070164758
PTER	4.068173985
XPOT	4.067442775
RAB10	4.066523177
PQBP1	4.064861009
MSRB2	4.064756424
FXYD5	4.063792117
TOP2B	4.063728094
SPG21	4.063510173
UGT1A3	4.062815417
SDHA	4.062790891
RGS10	4.062486298
MUSTN1	4.062008493
BTG2	4.060582159
MRPS35	4.060304653
RAB1B	4.059976975
ESD	4.059920016
SESN3	4.059600325
KIAA1217	4.057387818
ARID4A	4.057042613
PMF1	4.055920348
BRAP	4.055624055
CDK10	4.055400768
CALD1	4.055069865
EIF4G1	4.054237627
C6orf132	4.052008455
RILPL2	4.051474118
MRPL24	4.051112997
DNLZ	4.050340454
TMOD1	4.049522964
TGM2	4.049296685
TSSC4	4.048898011
DDX21	4.04763559
ACSS2	4.046037904
ATP6V0E1	4.044411204
KIF16B	4.041694129
PID1	4.041365305
RNASET2	4.040652163
DPY19L3	4.039332977
SETD4	4.037051756
PLA2G6	4.035801044
ITCH	4.034665522
FAM193A	4.033718507
IGSF5	4.033273123
CCDC93	4.032823691
GCGR	4.029275186
HPD	4.027857026
LGR5	4.027205041
APOC3	4.027106903
PSMD12	4.024484859
TXN	4.023386482
SEMA6D	4.02151222
OXR1	4.020804323
CYB5D1	4.019740355
PHF2	4.017418606
SERTAD1	4.017328908
TSTA3	4.017052067
ZC3H12C	4.01695318
DCAF7	4.016672297
ZMPSTE24	4.015123282
ICAM2	4.014081901
KAT2B	4.014059421
MRPL42	4.013599836
FMR1	4.01336993
NUP98	4.013244091
WDFY2	4.012575615
LUC7L2	4.010950158
ZBTB7A	4.008954488
CMPK2	4.008825834
TECPR2	4.008704308
FDFT1	4.008209147
GHR	4.007556163
REEP3	4.006698754
CTNNB1	4.005721941
FKBP1A	4.004827484
ARHGAP12	4.000503509
ZNF507	3.99814031
CLCN5	3.997830745
SLC9A6	3.997641867
CLCN3	3.997374686
SPR	3.995242916
PTRH2	3.993920734
OAZ1	3.993748813
GCLC	3.993213746
CLEC12A	3.992119189
GRPEL2	3.991413358
ARHGDIB	3.987970416
KCNK5	3.984013922
ATP5MF	3.983851755
TRMT112	3.983545503
C16orf74	3.982738821
POLR2J	3.98191572
CHMP1A	3.981117184
AVPR1A	3.979544762
ZNF281	3.979323263
RPS27	3.977833928
MRPS23	3.977030096
PLIN5	3.976165305
MED23	3.975688289
LY75	3.975500316
IARS1	3.975349371
ITSN1	3.974509432
MLX	3.974152071
CIC	3.97343246
DTX3	3.973263894
TRAF6	3.97291937
MAPK1IP1L	3.97277912
COLEC12	3.971818441
NVL	3.971772005
ZC3H4	3.970497283
PURB	3.967903811
KDM3B	3.96785923
NISCH	3.967304971
TRAPPC2L	3.966669522
ACTN1	3.963414057
ZNF593	3.962842115
CYP21A1P	3.962370828
MTMR10	3.962016627
SRXN1	3.960996767
SIK3	3.960643336
TM2D2	3.959876849
KIAA0556	3.957321099
NNMT	3.956226268
TAB2	3.956153311
AOX1	3.955723704
PRPS2	3.954697801
GOT1	3.95437675
SLC39A8	3.95402218
CFP	3.952906265
ACVR2A	3.950044915
HIGD2A	3.949701152
TIMM9	3.941838022
BUD31	3.941288041
USP31	3.940493666
SEC13	3.940256741
CYGB	3.940130399
SLC30A1	3.938780157
COPS7A	3.937456027
MSI2	3.937221144
CD68	3.936633405
CHD8	3.936382483
ACADVL	3.93601787
CHCHD3	3.935868361
TNFAIP8L2	3.934514375
AP2B1	3.930160887
KLHL11	3.92967477
PCM1	3.928034976
ABCA9	3.925867414
PDIA4	3.925386623
ARPC4	3.924335709
ITSN2	3.924323397
SIAE	3.923152828
NOTUM	3.922883685
GRINA	3.922738964
RSF1	3.922455167
CA2	3.921884407
PTGES2	3.921526691
TRAK2	3.920643038
CLIC4	3.919741155
LRIT1	3.918835334
SIPA1L1	3.91675001
PLEKHJ1	3.914224452
SF3B5	3.912449245
PPIC	3.911532238
C19orf38	3.910102973
NDUFA3	3.909563629
RHOD	3.905624122
ADRA2A	3.905201263
SGSM2	3.904385772
WDR34	3.904290509
PFDN1	3.898055588
AAMP	3.89750019
TMEM50A	3.896389249
FAN1	3.895691501
SRRM1	3.894757781
ARCN1	3.894652745
DPP4	3.892898569
ATF2	3.88955753
C20orf27	3.889369532
PAFAH1B1	3.888799633
RAB5C	3.888618174
RPL23	3.88818583
ARID4B	3.888114285
YIPF6	3.884704699
ARL11	3.884615724
ALDH1B1	3.88371215
FIGN	3.882163362
HOPX	3.881905125
TERT	3.880913249
RPS6KA3	3.880665099
ABHD11	3.880478583
TRAF3	3.879788583
YEATS4	3.87880037
PIGP	3.877789576
EGFR	3.875814478
DBI	3.875270613
SNX13	3.872461236
RBBP6	3.872025857
INF2	3.871685608
RPS20	3.869993016
PLA2G7	3.869158982
ALKBH2	3.868928296
HLA-DMA	3.868863612
RNF5	3.868713274
TRAPPC8	3.868608698
SPRED1	3.86661781
UQCRQ	3.866607244
MIS12	3.865870236
SNX19	3.864978129
NME6	3.864040975
SREBF2	3.863168892
RAD50	3.863137894
RABGAP1	3.862953611
PIGY	3.8625086
TMEM189	3.862074231
NSMCE1	3.86065683
PTPRB	3.859258626
THAP2	3.859087777
MRPL37	3.859081095
AIMP1	3.857981313
GOLPH3	3.855908767
TLK1	3.854744858
CHRM3	3.853774117
CSNK1A1	3.853701844
MIIP	3.852804953
MLLT10	3.852404349
ALG2	3.851434152
EBPL	3.851183699
EIF2B4	3.850365771
FNIP1	3.849898926
KCNQ1OT1	3.849361155
TNS3	3.848872705
RANBP1	3.847412822
HDAC4	3.846071723
CYP2U1	3.846004753
MORN2	3.845685016
ATP5F1B	3.845160873
USP33	3.844128929
SLC25A5	3.841637435
CKB	3.841262089
WIPF2	3.839490082
TUBGCP4	3.83714418
SYNJ2BP	3.83686033
NDUFA9	3.836789605
GCAT	3.836742387
TXNL4A	3.83460398
AHCY	3.834315438
KPNA3	3.833568125
HSD17B8	3.833091289
TANC2	3.832770199
PTOV1	3.832454075
ASPDH	3.829063734
DHRS13	3.828873129
PTPN23	3.828641069
ACOT4	3.827906412
MDC1	3.827302324
VPS28	3.825869811
RASSF7	3.824679743
CD164	3.824620935
AIP	3.824243697
DET1	3.820389783
PLCE1	3.819867446
BTF3	3.819591434
WASF2	3.819256495
IBTK	3.818067044
IDE	3.815937253
YTHDF3	3.815737317
SPRTN	3.815423122
TMEM141	3.814610326
HAX1	3.81380109
OLFML3	3.813395289
UQCR10	3.812977534
VWCE	3.809849717
RABAC1	3.809390182
NMNAT1	3.809239748
RPS10	3.808846683
NET1	3.807527816
DOT1L	3.806403712
TMEM238	3.806042254
GSTM4	3.806038352
PMM1	3.805739449
USF1	3.805378954
PPP1R11	3.805185592
ZFYVE21	3.805060857
SOCS7	3.804836918
ZNF524	3.804755385
PHYHD1	3.804523581
KDM5A	3.803268051
PDAP1	3.803012435
GTF2H5	3.801825214
CFDP1	3.80104743
PDCD11	3.800122984
RPS14	3.799801648
IFIT1	3.798924757
ZNF398	3.798630726
TALDO1	3.797783661
TBC1D17	3.796065747
MYL12A	3.795823422
HELZ	3.795744602
GCH1	3.794442156
SEC31A	3.79184499
ZNF397	3.791820126
LIG3	3.791662233
GFER	3.790808273
CYB5B	3.790638339
R3HDM2	3.788181167
TAGLN	3.786887547
LRCH3	3.786550622
CHCHD4	3.786319096
CHD7	3.785552745
USP8	3.785113404
USP49	3.783561452
GET4	3.783530987
PRPSAP1	3.781547805
PAOX	3.78068231
CCNT1	3.778429544
DHRSX	3.778405855
NEO1	3.778241764
IAH1	3.777944247
C10orf62	3.777903873
BACE1	3.776246591
HEATR6	3.774342121
ISOC1	3.774096682
GLRX3	3.773318662
VPS13A	3.773258392
WRN	3.77136873
PARP4	3.769725933
TM2D3	3.76855463
ERGIC1	3.768328448
NCOA3	3.767554635
HADHA	3.766760138
CEP192	3.766589056
COPA	3.765571645
TGFBI	3.763789467
YEATS2	3.7633375
CENPB	3.763063977
ZNF208	3.76184664
COX7A2	3.761647847
CXCL2	3.760403842
GRTP1	3.759953836
PLSCR4	3.758994195
ZBTB41	3.758759848
ATP6V0C	3.756850932
MRPL16	3.756631724
SPATA2L	3.756470826
RSAD2	3.756356677
DECR2	3.75619829
MRPS33	3.755111249
PHLDA1	3.754916747
BLOC1S1	3.754750558
RSBN1L	3.754281445
RPS21	3.753976075
SLC25A37	3.751351196
RBM3	3.75026997
SRP54	3.74944732
RBM12	3.748436761
ZFX	3.74834599
FADS2	3.748197649
CORO1A	3.745642783
TM9SF3	3.741876782
TLCD1	3.741157451
GET3	3.737937892
LIPE	3.737629412
DHX29	3.735565759
C11orf24	3.735258288
ANXA1	3.735006065
S100PBP	3.734651472
KANSL1L	3.733557063
KLHL13	3.732821937
TARS1	3.732564335
INHBA	3.731874308
OGFOD2	3.731222894
STARD5	3.731006404
CYP4F2	3.730781795
PIK3CB	3.730434677
CAD	3.730304883
SMARCA2	3.730052667
MYO5B	3.729286472
KANK1	3.728587172
TRAF4	3.72853005
C12orf73	3.728394923
TMED7	3.726351755
CDK5	3.726029533
SRP72	3.7255654
PFDN2	3.725393439
ARPP19	3.725331005
IPO8	3.724132669
IFT172	3.723901565
JAGN1	3.722740156
XPO4	3.720093522
MAP2K6	3.719405195
TGFA	3.716938816
TSHZ1	3.716131989
CD5L	3.715482882
FAM13A	3.715462901
RABGGTB	3.713956481
IL17RC	3.708871175
ZNF697	3.708039471
CMTM8	3.707786716
SLC25A34	3.70750837
CLASP1	3.706888565
TMEM41A	3.705706346
DIABLO	3.703425119
SLC23A2	3.701036511
RAB34	3.700981641
PRR12	3.699363225
RPL10A	3.699231486
RFC1	3.698035984
L3MBTL3	3.697719399
GNPTAB	3.697153301
PPP2R1B	3.697045952
DRG1	3.696877391
GINS4	3.695994068
MRPL9	3.695013773
ANTKMT	3.694253638
FGFR4	3.693792411
BAAT	3.693378341
CUL3	3.69322736
EIF4G3	3.692727348
IWS1	3.692630501
DLG1	3.692352105
SPCS1	3.690780155
TINAGL1	3.690753857
MAP3K4	3.68815699
S100A16	3.688056607
FARP1	3.687987709
RNH1	3.683478552
SAMM50	3.68328219
ST3GAL5	3.683126536
PRKACB	3.682892553
SAP130	3.681392029
USP42	3.678599443
ASXL1	3.678419189
WAC	3.677293722
DDRGK1	3.676539033
LSM2	3.675819302
NUMB	3.675666629
PKP1	3.675633515
NPEPL1	3.674514483
CARD6	3.672836475
MTFP1	3.671063378
CD84	3.670977159
PRTN3	3.670928466
RYBP	3.67003409
UQCRH	3.66851398
MTHFD1	3.66818289
ZNF106	3.667235322
ABCB1	3.66683509
EML4	3.663727704
VPS54	3.663547073
MSRA	3.662948014
TMTC3	3.659716069
IRF6	3.658155221
MRPL36	3.656992528
RCBTB1	3.656735491
EMC3	3.655588552
RANBP6	3.655250419
SIN3B	3.654909335
FAM135A	3.654219399
INPP5F	3.653719233
PPIF	3.653702312
PDE8A	3.652552562
MCM3AP	3.651786844
RNASEH2B	3.649444154
BOD1	3.647162001
TDO2	3.646892514
VNN3	3.646668515
STT3B	3.645714484
CD1D	3.644569913
PSMD3	3.643747852
TLN2	3.643409251
COMMD1	3.643196797
ATP6V1G1	3.641093236
UBAC1	3.640734305
RTN2	3.640697753
SLC7A2	3.640318463
C18orf25	3.640034778
ARIH1	3.638727737
ATXN1	3.636942517
GRID1	3.636673505
DHX33	3.63625504
AKAP17BP	3.635530304
AP4S1	3.635436146
PKD2	3.634646165
GNL1	3.63458635
TIMM50	3.634553946
TRIM33	3.633977964
ISCA2	3.633564279
MCM5	3.633223446
COX19	3.633182664
NPC1	3.633121459
FLT1	3.629688157
CRAMP1	3.628559877
RAMP2	3.627093138
NCMAP	3.625798714
IFITM2	3.624547143
DAPK1	3.623702872
NDUFB9	3.62317541
AKR1C3	3.619393716
CDK2AP1	3.617906814
IRGQ	3.617423591
TIMM23	3.616385708
TIMM22	3.615854042
PITPNC1	3.615676978
MRPS18B	3.614988814
ZBTB39	3.614529396
AMOT	3.614128636
LYRM4	3.613667426
ATAD3A	3.61252447
COMTD1	3.611707243
GNA14	3.610972187
RPL36AL	3.610481978
MAN2A2	3.610434816
FAM168B	3.610320068
PLCB1	3.609735655
AMMECR1L	3.607978431
ASPSCR1	3.607956059
EPS8L2	3.607816083
HMGN2	3.607722612
SMARCA5	3.605701806
ROCK1	3.605036494
ARHGEF11	3.604645397
PIN4	3.60365092
DCP1A	3.602609068
LRP5	3.602273135
EDA	3.602022769
TMED5	3.601411501
CDC37	3.601346944
ANXA7	3.601058443
COX8A	3.600581694
PDPK1	3.600119216
TTC32	3.599593329
CHMP2A	3.598522302
FCF1	3.595891524
IDH3B	3.594413298
PAK1IP1	3.594297838
BRPF3	3.593618272
TRAPPC10	3.592854293
INTS6	3.592100566
GALE	3.591656459
TGFBR1	3.591540542
ARL6IP4	3.591004123
SYNJ1	3.588400927
MLEC	3.58838532
NENF	3.588250891
NCAM2	3.586911749
PHRF1	3.585859478
RHBDL1	3.584730725
AP3D1	3.584177175
EIF3H	3.583937075
GJB1	3.582759926
KLHDC10	3.582107414
C1orf53	3.581151269
MYO9B	3.579728465
TP53BP1	3.579477575
CCAR1	3.579075858
MAP3K3	3.579055887
ZNHIT1	3.578066196
FAM160A1	3.577854612
ABHD2	3.577560494
CLEC16A	3.576761818
MYO18A	3.574887125
RPP30	3.573988329
HLCS	3.572523473
RAB11FIP4	3.570577798
ANKRD12	3.570276377
TTC37	3.570024537
NGDN	3.568041463
MED14	3.567825785
C2CD3	3.567339778
ETV3	3.566767092
BOK	3.565985659
UFC1	3.565853135
GSTO1	3.56410168
CPNE1	3.561561126
PGAM1	3.561437417
